D1,D2,D3,D4,D5
0.066013,0.34213000000000005,0.7216100000000001,-0.6733399999999999,-2.815
-0.039134,0.56729,1.6558,-1.0562,-2.8815
0.21679,0.56407,2.4131,-1.4356,-2.8943
-0.29789,0.22499,2.8714,-1.7943,-2.8785
0.0025638,-0.30405,2.7073,-2.0665,-2.8218
0.21187,-0.48638000000000003,1.496,-2.1626,-2.7074
-0.098332,-0.53601,-0.22476999999999997,-2.0912,-2.5621
-0.22222,-0.6659999999999999,-1.6264,-1.8731,-2.4126
0.56055,-0.37075,-2.5034,-1.4537,-2.2718
-0.73439,0.8199700000000001,-2.3249,-0.79952,-2.166
0.89785,1.7282,-1.4802,-0.0036431,-2.0663
-0.6166,0.75547,-0.91369,0.80948,-1.9192
-0.2768,-0.7824399999999999,-0.44001999999999997,1.5532,-1.7181
0.9863,-1.2825,-0.12862,2.0851,-1.4383
-1.6218,-1.0525,0.017169,2.399,-1.0835
1.6206,0.30409,0.42999,2.5448,-0.68382
0.11076,1.6131,0.84715,2.3987,-0.21481
-1.5639,0.46965,0.99515,1.8616,0.34244
0.84745,-1.1471,1.0246,1.0795,0.9544
0.098969,-0.72997,0.95029,0.23959,1.5869
0.53652,0.17106,0.78136,-0.54533,2.2129
-1.4419,0.5665600000000001,0.63771,-1.0642,2.7858
0.92529,0.7341300000000001,0.44088999999999995,-1.3595,3.3111
-0.37413,-0.0917,0.07542,-1.5805,3.8125
1.6612,-0.97365,-0.40295,-1.5721,4.2569
-2.4122,-0.18175999999999998,-0.9745299999999999,-1.2309999999999999,4.6219
0.60816,0.7784800000000001,-1.4913,-0.69411,4.9051
1.2194,0.18306,-1.6905,-0.089741,5.0927
-1.4871,-0.53284,-1.4374,0.46105,5.1836
0.95674,-0.16642,-0.53627,0.74024,5.1851
-0.24774,0.23234000000000002,0.65612,0.8311,5.0638
0.017442,-0.01888,1.5051,0.91394,4.7784
0.23978,-0.17999,1.8365,0.86666,4.3158
-0.044369,0.24056999999999998,1.2713,0.63435,3.6521
-2.227,0.57768,0.20076,0.29696,2.8341
3.5216,0.21125,-0.51683,-0.11265,1.9476
-1.105,-0.24394000000000002,-0.9034700000000001,-0.49623999999999996,1.0204
-1.3672,-0.16555,-0.74225,-0.69552,0.10735
1.4797,-0.31901999999999997,-0.20770999999999998,-0.78806,-0.7709
-0.68251,-1.4794,0.050027999999999996,-0.9013200000000001,-1.6253
-0.18924,-1.6635,0.1979,-0.9694299999999999,-2.3879
0.60075,1.6562,0.29865,-0.98161,-2.9932
-0.33986,4.3482,0.27383,-0.9534100000000001,-3.4739999999999998
-0.19096,0.9363799999999999,0.31399,-0.84944,-3.8723
0.82531,-3.2319,0.27334,-0.71844,-4.1971
-1.0267,-1.9013,-0.042308,-0.62766,-4.4921
0.69387,0.36671,-0.42323999999999995,-0.52188,-4.7012
-0.034646,-0.13284,-0.65958,-0.33763000000000004,-4.7243
-1.0285,-0.371,-0.67318,-0.081235,-4.5717
1.6204,0.97041,-0.26500999999999997,0.27176999999999996,-4.2298
-1.3317,1.724,0.31184,0.68111,-3.7297
0.71118,0.46184,0.5992,1.0604,-3.1616
0.21388,-1.1117,0.54796,1.4040000000000001,-2.5344
-0.75826,-1.197,-0.032862999999999996,1.6865,-1.8747
0.20117,-0.53004,-0.84544,1.8782,-1.2209999999999999
0.42401,0.63685,-1.2505,1.9766,-0.58544
-0.28899,1.4621,-1.1897,1.9308,-0.031179000000000002
0.050956,-0.14112,-0.44141,1.6847,0.36951
-0.16025,-1.8308,0.70526,1.2981,0.66867
0.35925,-0.25388,1.5374,0.8582299999999999,0.94671
-0.47588,1.5551,2.0507,0.39541,1.2178
0.48106,0.37554,2.0718,-0.01805,1.5392
-0.37213,-0.8632799999999999,1.62,-0.39995,1.8663
0.12484,0.37681,1.056,-0.81666,2.0975
0.071535,1.3422,0.15370999999999999,-1.2109,2.2640000000000002
-0.18682,-0.35745,-1.2731,-1.5431,2.374
0.67469,-2.0580000000000003,-2.6969,-1.8205,2.4219
-0.81948,-1.1903,-3.5304,-2.0231,2.4463
-0.21487,0.42441,-3.335,-2.1557,2.4308
0.99242,1.3949,-1.3975,-2.2396,2.3546
-0.66748,1.7198,1.3199,-2.215,2.253
0.12017,0.12659,3.1639999999999997,-2.0056,2.1589
0.59043,-1.746,3.8357,-1.5892,2.0911
-0.8437,-0.96829,2.4779,-0.9209700000000001,2.0856
-0.33859,0.62007,-0.047689999999999996,-0.094635,2.1037
1.2481,1.1319,-1.7357,0.72072,2.0752
-0.56891,1.0023,-2.7072,1.472,1.9911
-0.16007,-0.57662,-2.5625,2.0532,1.8178
0.29464,-2.1499,-1.5336,2.4292,1.5612
-0.060276,-0.84695,-0.88584,2.6286,1.2623
-1.1921,1.1085,-0.16502,2.5256,0.8889
2.0812,1.0658,0.92842,2.0018,0.41625
-0.73041,0.46652,1.9622,1.2186,-0.11937
-0.41381,-0.059120000000000006,2.9072,0.3944,-0.68492
-0.9407,-0.72332,3.3384,-0.36346999999999996,-1.2516
2.1559,-0.62138,2.5789999999999997,-0.8408200000000001,-1.7676
-1.4981,0.14809,1.1419,-1.0759999999999998,-2.2454
0.4447,1.2406,-0.22868000000000002,-1.2268,-2.718
0.35653,1.5528,-1.5519999999999998,-1.1278,-3.1529
-0.39674,-0.93779,-2.5094,-0.66433,-3.5317
-0.67075,-3.1984,-3.0245,0.00030258,-3.8521
1.7969,-0.8410700000000001,-3.3285,0.7036399999999999,-4.0959
-2.426,2.178,-2.9496,1.3064,-4.2654
2.4111,1.344,-1.4135,1.5586,-4.3698
-1.7253,-0.13355999999999998,0.61179,1.5382,-4.377
0.88247,0.11597,2.2709,1.4336,-4.2487
0.033126,0.11909000000000002,3.2028,1.0932,-3.9722
-0.78958,-0.8042100000000001,2.6471,0.43656999999999996,-3.5236
0.60421,-1.1558,1.2326,-0.39738,-2.9426
-0.30251,0.15138,0.26026,-1.2954,-2.3032
1.5588,1.3932,-0.40898,-2.1126,-1.6261
-2.4356,0.44635,-0.51615,-2.6104,-0.9561
0.43156,-0.82611,-0.22451999999999997,-2.8598,-0.30838000000000004
1.1751,-0.39375,-0.37035,-3.0168,0.32991
0.58327,0.2392,-0.63641,-2.9429,0.90304
-2.485,0.013619,-0.7950699999999999,-2.5676,1.3577
1.9767,-0.28651,-0.9196799999999999,-1.989,1.7247
-0.893,-0.49978,-0.72719,-1.2768,2.0427
0.67266,-0.46715,-0.26683,-0.54186,2.3223
-0.47746,0.5119,0.33912,0.030314999999999998,2.6043
-0.061777,1.6734,0.9737100000000001,0.52037,2.8444
0.60193,1.8716,1.3329,1.078,2.9613
-1.2646,0.90902,1.2308,1.61,2.9675
1.2809,-1.865,0.43048000000000003,2.0833,2.8555
-0.2259,-4.253,-0.66614,2.505,2.6434
-0.86846,-2.5903,-1.3359,2.8171,2.3946
1.9398,0.9563299999999999,-1.4167,3.0561,2.1105
-2.5382,3.7671,-0.51784,3.2804,1.8024
1.2955,4.6655,0.8449,3.3949,1.5005
-0.23869,0.092463,1.5926,3.2897,1.2179
1.9902,-4.9338,1.6675,2.9391,0.99626
-3.4637,-2.1912,0.72067,2.2765,0.8859100000000001
1.3583,2.14,-0.79664,1.4,0.8479200000000001
0.89238,1.3206,-1.734,0.50021,0.82032
0.36722,-0.23958000000000002,-2.1172,-0.3864,0.79277
-1.8222,-0.31861999999999996,-1.7148,-1.1654,0.72425
-0.096638,-0.61311,-0.7339,-1.8032,0.6423300000000001
1.6943,-0.48427,-0.0086754,-2.3407,0.61551
0.3134,0.1205,0.63158,-2.6542,0.61844
-2.379,0.37472,1.2246,-2.6249,0.6410899999999999
1.9563,0.5889300000000001,1.6034,-2.3805,0.6862
-0.90311,0.90512,1.9193,-2.0857,0.72642
0.22609,0.56235,1.8878,-1.8151,0.7703300000000001
0.1579,-1.2136,1.1402,-1.7344,0.83068
0.2998,-2.3468,0.06273200000000001,-1.7834,0.8789799999999999
-0.67328,0.08432,-0.8633299999999999,-1.7988,0.88733
-0.48777,2.6204,-1.504,-1.891,0.8398899999999999
1.3361,0.79068,-1.4864,-2.1219,0.70854
0.074727,-1.6002,-1.0518,-2.3794,0.51541
-1.3958,-0.6715800000000001,-0.76758,-2.5771,0.30488000000000004
0.72158,0.6924,-0.48628999999999994,-2.6058,0.078159
0.15717,0.5876,-0.22114,-2.2857,-0.1471
-0.0050735,0.07799299999999999,-0.023369,-1.6686,-0.37911
-0.57253,-1.1407,0.29483000000000004,-0.86964,-0.65037
0.99332,-1.7719,0.5485899999999999,0.21211,-0.9439700000000001
-1.1789,0.8789,0.5178699999999999,1.6255,-1.2481
1.5931,3.2243,0.33732,3.1917,-1.5622
-1.643,0.36673,0.1131,4.7064,-1.8704
0.47243,-2.8967,-0.16296,5.992000000000001,-2.1712
0.34258,-1.1274,-0.40408,6.7707,-2.4661
0.26289,1.4355,-0.5879,7.0287,-2.7343
-1.1225,1.2039,-0.72927,6.8429,-2.9537
1.6983,0.31537,-0.70263,5.9851,-3.1097
-1.739,-0.80508,-0.37514000000000003,4.2769,-3.1805
0.96295,-1.6317,0.20589000000000002,2.0318,-3.1725
-0.25392,0.21938000000000002,0.9772200000000001,-0.33464,-3.105
-0.13799,2.1115,1.976,-2.5696,-2.9721
0.55078,0.19562000000000002,3.1892,-4.2188,-2.7769
0.13544,-1.9993,4.105,-5.3218,-2.5067
-0.59536,-0.6663899999999999,4.0185,-6.1313,-2.1339
-2.0962,1.101,2.4301,-6.2813,-1.6599
3.4092,0.7733399999999999,-1.3883,-5.501,-1.0826
0.053375,0.15907000000000002,-5.9606,-4.1261,-0.42552
-2.3635,0.01904,-8.8386,-2.5235,0.26513000000000003
2.8625,-0.23405,-9.2544,-0.9637,0.9707
-1.3619,-0.26721999999999996,-5.6386,0.040947000000000004,1.6609
-7.8221,-0.2719,0.18655,0.67829,2.3151
13.561,-0.8458700000000001,4.4637,1.3914,2.9255
-3.6858,-0.91507,7.0171,1.8697,3.4499
-5.5484,0.89505,6.5759,1.9554,3.8447
1.0755,2.3739,4.0392,1.8181,4.1245
5.1366,0.65191,2.4482,1.4995,4.3143
-4.7393,-1.5798,1.0071,1.1997,4.4122
1.8593,-1.2129,-0.49122,1.2577,4.437
0.41335,-0.072476,-1.5659,1.4434,4.3514
-1.8632,0.70675,-2.9436,1.4056,4.0897
3.0088,1.1969,-3.7041,1.2432,3.6527
-3.0823,0.024666,-2.6367,0.91685,3.0275
1.2085,-1.5244,-0.7894100000000001,0.45643999999999996,2.2533
0.74803,-1.188,0.67855,0.064207,1.416
-1.0957,-0.013116999999999998,1.5643,-0.34191,0.5384899999999999
0.6806,1.2532,1.0057,-0.8373299999999999,-0.33471999999999996
-1.128,1.9786,-0.28894000000000003,-1.31,-1.1709
1.232,0.20205,-0.77708,-1.6924,-1.9639
1.2488,-1.865,-0.71446,-1.9246,-2.6445
-3.2405,-0.83598,0.05665800000000001,-1.8926,-3.1405
0.98463,0.69203,1.2387,-1.6804,-3.4902
1.454,0.079941,1.6955,-1.4383,-3.752
0.66957,-0.48428999999999994,1.5486,-1.1627,-3.9329
-2.6242,0.47596000000000005,0.7753399999999999,-0.90948,-4.0791
-0.63167,1.0548,-0.40647,-0.65179,-4.1354
3.6089,-0.25524,-1.1539,-0.28151,-3.9947
-1.1592,-1.3381,-1.4364,0.14761,-3.6729
-1.8335,0.12257,-1.1048,0.59827,-3.1618
0.78698,1.4222,-0.3549,1.0622,-2.4942
0.53836,-0.50105,0.13387000000000002,1.4782,-1.7654
1.2201,-2.0914,0.42313999999999996,1.8355,-0.98769
-2.7208,0.53074,0.45271999999999996,2.1293,-0.19022
1.7222,2.8997,0.25287,2.2929,0.58099
-0.14532,0.18250999999999998,0.18745,2.2596,1.3051
-1.1766,-2.6884,0.10487,1.9746,1.9119
1.8128,-0.62785,-0.12769,1.3622,2.3203
-0.844,1.7051,-0.35538000000000003,0.53855,2.5825
-0.24214,0.080747,-0.52761,-0.30005,2.7829
-0.49633,-1.5141,-0.5292899999999999,-1.09,2.9321
1.1885,0.11878,-0.15300999999999998,-1.6959,3.0865
0.3996,1.8139,0.36999,-2.1085,3.1946
-1.5014,1.0934,0.6866899999999999,-2.4073,3.1424
0.054082,-0.24803000000000003,0.74915,-2.4556,2.9593
1.3239,-1.2107,0.37626,-2.1374,2.6497
-1.7641,-1.8052,-0.17101,-1.578,2.2257
1.3135,-0.8386100000000001,-0.35586,-0.9207200000000001,1.7568
1.3038,0.78361,-0.1345,-0.25104,1.2404
-3.0329,1.3508,0.67942,0.25434,0.67874
0.96748,1.253,1.6768,0.66852,0.11845
1.1189,0.3989,2.0213,1.1639,-0.40619
-0.60644,-0.86174,1.5638,1.6344,-0.84782
-0.49005,-1.2583,-0.056936,2.0288,-1.1428
1.2612,-0.75239,-2.238,2.3541,-1.3379
-1.4248,0.8730399999999999,-3.7238,2.5418,-1.5159
