D1,D2,D3,D4,D5
-1.3029,3.5258,2.4247,-1.4412,-1.0227
-1.5989,2.2069,4.0541,-2.1457,-0.36563
3.7876,0.36286999999999997,3.5464,-2.4289,0.18062
-5.8663,-3.0912,1.6301,-2.3976,0.69076
4.3843,-3.6162,1.0407,-2.4831,1.1845
7.9284,-1.3442,1.1449,-2.4079,1.7042
-16.223,3.4795,1.7268,-1.9539,2.3513
8.9715,6.192,2.615,-1.2329999999999999,3.0203
0.90745,-1.8807,2.2894,-0.21003000000000002,3.5515
-4.0307,-9.4295,0.92311,1.1039,3.95
2.2873,-0.69891,-1.344,2.6105,4.1678
-1.8829,9.6771,-3.944,4.2015,4.2249
1.306,5.5002,-5.3431,5.7038,4.2231
9.6287,-2.1408,-5.1146,6.9198,4.128
-15.157,-5.2945,-2.5678,7.6053,3.9242
-3.7875,-6.127000000000001,1.1932,7.6624,3.6183
20.331,-0.021155,3.8567,7.0354,3.1721
-11.186,7.025,5.1001,5.4713,2.6055
-1.2321,3.0839,3.9568,2.7347,1.9462
-0.92474,-3.8121,1.1225,-0.78596,1.2066
5.3816,-4.9053,-1.3197,-4.5073,0.42199
-3.3045,-3.0695,-3.8383,-8.1483,-0.3798
0.72396,3.3983,-6.4308,-11.175999999999998,-1.1692
0.71069,9.302999999999999,-8.0814,-13.620999999999999,-1.9051
-1.2761,3.4269,-8.3053,-15.802999999999999,-2.5458
-4.2713,-5.0171,-5.7425,-17.259,-3.0385
7.7771,-4.252,1.444,-17.634,-3.3228
3.1272,-1.4776,10.333,-17.114,-3.4127
-12.149,-1.3061,16.508,-15.825999999999999,-3.3472
1.6196,0.074241,18.590999999999998,-13.89,-3.1145
8.7502,2.654,13.555,-11.634,-2.7285
-1.6778,2.1489,4.1974,-8.6695,-2.1390000000000002
-5.0971,-5.6848,-3.4195,-4.3804,-1.2548
-0.017403,-10.032,-9.6104,1.1909999999999998,-0.072611
8.555,4.4778,-12.923,8.1778,1.4266
-14.995,20.307000000000002,-13.386,15.902999999999999,3.157
16.035,15.064,-13.855,23.114,4.9541
-13.351,0.05594400000000001,-12.094000000000001,29.377,6.7564
7.741,-16.727,-6.0446,33.933,8.4576
7.7146,-29.537,1.6711,36.295,9.9947
-20.943,-19.355,8.6202,36.349000000000004,11.355
11.322,5.1225,13.155999999999999,33.071,12.395
-2.001,28.859,12.027999999999999,25.421999999999997,12.969000000000001
22.42,39.603,7.5941,14.924000000000001,13.136
-35.6,9.7615,4.3601,3.8094,12.985
10.839,-28.851999999999997,1.624,-6.9322,12.52
14.726,-25.114,0.22504000000000002,-15.327,11.815
-18.688,-7.6114,-0.18362,-21.526,10.748
11.672,-1.3239,-2.173,-26.795,9.1016
1.8189,7.715,-4.4042,-29.435,6.8882
-9.9326,14.787,-5.7005,-28.144000000000002,4.0724
7.2958,11.630999999999998,-6.4914,-24.315,0.79095
-1.2926,-3.5222,-6.206,-19.369,-2.6612
-9.717,-16.750999999999998,-4.8129,-14.366,-6.2017
15.633,-5.4432,-2.6713,-11.408,-9.6773
-2.7977,11.019,0.015929,-9.4951,-12.968
-8.3293,7.4171,2.6746,-6.5244,-16.039
0.27992,-1.1311,4.7395,-3.6245,-18.653
8.2633,-5.0714,5.5133,-1.2272,-20.558000000000003
-5.5818,-7.8253,5.3998,1.0429,-21.869
-0.32827,-2.5424,5.265,2.7679,-22.769000000000002
7.9641,5.4384,4.8749,4.6003,-23.269000000000002
-12.289,4.798,4.3083,7.5591,-23.508000000000003
5.452,1.8848,3.3810000000000002,10.659,-23.289
0.20036,2.0682,1.4248,12.675,-22.244
6.439,0.71183,-1.3662,13.610999999999999,-20.409000000000002
-13.122,-3.6119,-4.8295,12.947000000000001,-17.743
10.821,-6.0781,-8.3465,11.112,-14.394
-6.3006,-1.9984,-10.722000000000001,9.2684,-10.739
3.1597,3.5762,-11.329,7.2597,-6.8487
-0.19893,4.2094,-9.2782,5.1974,-2.8737
0.72142,1.4709,-5.2249,3.2695,1.0191
-0.85289,-5.029,-0.6744600000000001,1.205,4.7685
-8.4061,-8.9816,4.4523,-0.5502199999999999,8.0845
14.3,1.6943,9.7222,-1.4893,10.645
-2.3456,13.875,13.97,-1.9878,12.64
-9.4042,9.5773,16.23,-2.4584,14.37
3.068,-1.358,14.745999999999999,-3.0042,15.870999999999999
5.7605,-11.302,7.2743,-4.0088,17.355999999999998
0.28226,-16.117,-2.9925,-5.1567,18.601
-6.0426,-1.2443,-11.017999999999999,-5.8052,19.144000000000002
-6.252,15.945,-15.405999999999999,-6.1018,19.079
17.882,7.8753,-12.86,-6.0253,18.397000000000002
-8.0857,-5.2335,-6.162999999999999,-5.5836,17.164
-2.5618,-2.6097,-1.6539,-5.0811,15.687000000000001
-8.8507,1.2388,1.4245,-4.4082,13.962
20.255,-0.93948,2.0677,-3.4596,12.017999999999999
-6.6891,-2.3664,0.87698,-2.3819,10.033
-6.878,-2.7561,1.6571,-1.2425,8.1162
-6.035,-1.9347,2.8895,-0.13768,6.4741
17.601,3.4531,3.378,0.7608600000000001,5.3731
-2.8047,7.7128,3.7929,1.5359,4.6014
-12.858,2.5134,3.3241,2.3358,3.8052
9.5653,-4.5887,2.3804,3.1197,2.9333
-2.3695,-4.4919,1.8722,3.9172,1.7711
1.6817,-1.9915,1.2624,4.631,0.45303000000000004
-2.4149,0.31490999999999997,0.18009,5.0536,-0.66289
2.9008,2.8452,-1.173,5.1776,-1.7203
-2.4288,1.9091,-2.8965,4.9619,-2.7857
-2.73,-0.8136899999999999,-4.5642,4.4975,-3.7861
6.6952,-2.0526,-5.4149,4.0099,-4.7807
-1.5008,-1.869,-5.2005,3.5449,-5.68
-2.8708,1.5541,-3.4901,3.2043,-6.3445
-2.6029,5.007,-0.82035,3.0381,-6.8994
6.546,2.5877,1.6891,3.0116,-7.4958
-3.5963,-1.581,3.8713,3.2754,-8.141
-1.3422,-2.8047,5.2059,3.9809,-8.9131
10.511,-4.0131,5.6185,4.8684,-9.697000000000001
-15.011,-6.4670000000000005,5.5275,5.582000000000001,-10.258
4.1407,-4.3711,4.2728,5.9469,-10.575999999999999
5.6963,8.4738,1.2439,5.6327,-10.568
-0.38436,17.862000000000002,-2.4148,4.6602,-10.202
-8.1019,4.1097,-5.254,3.2259,-9.5435
7.1412,-12.993,-6.4699,1.0582,-8.4793
-4.6344,-8.8311,-4.5984,-2.0451,-6.9016
11.002,-0.45901000000000003,-1.1799,-5.7528,-4.9769
-13.135,-1.9317,0.89964,-9.6791,-2.9138
1.2841,-1.6464,1.5355,-13.550999999999998,-0.8285299999999999
11.283,5.1202,-0.30551999999999996,-16.879,1.0601
-17.06,9.1332,-3.3681,-19.74,2.7649
16.285,3.4278,-4.5117,-22.421,4.402
-10.001,-4.6543,-3.9169,-24.564,5.7929
3.338,-6.9453,-1.0756,-25.926,6.803
3.4978,-4.0013,3.2238,-26.430999999999997,7.4709
-7.3284,7.2734,6.3896,-25.840999999999998,7.7992
0.98855,14.505999999999998,8.5763,-24.093000000000004,7.8095
5.1687,-3.8504,9.4957,-21.188000000000002,7.5886
1.7302,-23.011,8.5986,-16.709,6.9756
-6.9743,-9.9691,6.3129,-10.163,5.737
-3.5195,9.6816,1.5496,-1.3015,3.8533
14.205,10.772,-6.9412,10.248,1.2423
-10.704,8.7548,-15.675,23.289,-1.9034
2.6501,9.5184,-19.861,35.879,-5.2017
-5.8416,2.46,-17.014,47.163999999999994,-8.5472
9.5442,-16.111,-2.8559,55.662,-11.728
8.2623,-25.476999999999997,15.823,60.856,-14.625
-19.196,1.6555,27.049,62.918,-17.248
-8.7483,29.103,28.305,60.191,-19.303
33.105,7.943,13.265999999999998,51.131,-20.491
-18.058,-19.136,-10.127,37.686,-20.959
-2.6065,-6.2221,-24.906999999999996,22.570999999999998,-20.91
2.9768,10.184,-30.353,7.0734,-20.372
0.54056,2.4556,-21.144000000000002,-6.1678,-19.529
2.453,-5.8227,-2.9053,-17.7,-18.141
-6.6295,-2.6863,8.3866,-29.588,-15.769
10.39,1.0868,14.427999999999999,-39.785,-12.462
-9.6625,2.872,13.571,-46.88,-8.1682
2.6487,4.9432,7.0360000000000005,-51.615,-3.0923
5.136,4.8647,4.0311,-54.113,2.2724
-12.301,1.4266,1.5705,-54.98,7.8211
14.6,-5.7922,-2.5728,-55.638999999999996,13.344000000000001
-9.6897,-12.229000000000001,-6.029,-54.278,18.624000000000002
4.608,-10.309000000000001,-9.7232,-48.232,23.581999999999997
0.16769,-1.6144,-11.407,-37.483000000000004,27.837
-1.529,12.247,-7.396,-21.19,30.971999999999998
-7.8691,21.811999999999998,-0.050118,-1.3447,33.202
14.182,9.6901,7.7266,17.989,34.874
-5.6723,-10.27,16.294,35.882,36.014
-3.1651,-18.326,24.401999999999997,50.353,36.867
3.3458,-15.745999999999999,29.214000000000002,60.153,37.129
0.55758,4.9888,27.969,65.391,36.203
