A5
223.24
222.54
221.74
220.84
219.81
218.64
217.33
215.89
214.31
212.58
210.74
208.85
206.95
205.1
203.33
201.61
200.01
198.59
197.34
196.27
195.39
194.69
194.24
194.11
194.32
194.92
195.9
197.19
198.8
200.73
202.96
205.53
208.41
211.57
215.06
218.99
223.4
228.36
233.87
239.88
246.44
253.58
261.2
269.16
277.35
285.61
293.92
302.31
310.64
318.79
326.75
334.5
342.04
349.38
356.37
362.82
368.65
373.78
378.27
382.28
385.81
388.92
391.61
393.82
395.65
397.21
398.31
398.75
398.42
397.1
394.85
391.84
387.92
383.01
377.28
370.88
363.97
356.83
349.41
341.62
333.65
325.62
317.55
309.52
301.52
293.53
285.75
278.44
271.69
265.63
260.14
254.9
249.88
244.92
240.01
235.24
230.4
225.31
220.2
215.36
210.93
207.2
204.05
201.18
198.75
196.85
195.37
194.29
193.48
192.72
192.12
191.84
191.78
191.94
192.25
192.57
192.88
193.17
193.33
193.27
192.89
192.07
190.97
189.87
188.86
188.14
187.72
187.48
187.64
188.38
189.54
190.98
192.62
194.27
196.06
198.29
200.87
203.81
207.06
210.46
214.01
217.74
221.53
225.3
228.96
232.35
235.57
238.82
242.08
245.47
248.9
252.22
255.47
258.71
261.86
264.87
267.7
270.22
272.47
274.52
276.33
277.89
279.14
279.98
280.39
280.33
279.75
278.63
276.88
274.45
271.45
268.1
264.46
260.7
256.86
252.87
248.9
245.1
241.42
237.8
234.24
230.64
227.17
224.05
221.31
218.99
217.04
215.28
213.7
212.27
210.93
209.7
208.46
207.08
205.72
204.6
203.79
203.48
203.59
203.94
204.66
205.81
207.28
209.01
210.9
212.76
214.66
216.71
218.8
220.9
222.97
224.93
226.77
228.5
230.01
231.19
231.98
232.27
232.17
231.89
231.46
231.0
230.53
229.96
229.43
229.06
228.74
228.31
227.72
226.79
225.61
224.39
223.04
221.53
219.93
218.21
216.47
214.8
213.16
211.49
209.81
208.13
206.49
205.03
203.75
202.7
201.93
201.47
201.4
201.8
202.6
203.68
205.0
206.47
208.1
209.99
212.05
214.2
216.54
219.14
222.06
225.41
229.14
233.13
237.43
242.06
246.95
252.07
257.33
262.63
267.97
273.38
278.8
284.18
289.48
294.63
299.62
304.42
308.95
313.12
316.84
320.06
322.82
325.24
327.34
329.19
330.77
332.02
333.01
333.82
334.33
334.4
333.97
332.89
331.2
329.02
326.27
322.9
319.02
314.69
310.04
305.23
300.25
295.02
289.66
284.26
278.83
273.43
268.07
262.73
257.56
252.7
248.22
244.22
240.6
237.17
233.91
230.69
227.53
224.48
221.42
218.21
215.03
212.04
209.35
207.15
205.36
203.77
202.51
201.62
201.04
200.73
200.62
200.55
200.58
200.83
201.22
201.74
202.35
202.95
203.53
204.09
204.54
204.82
204.85
204.55
204.03
203.49
202.97
202.62
202.43
202.34
202.48
202.98
203.72
204.61
205.58
206.49
207.44
208.63
209.98
211.51
213.19
214.93
216.74
218.65
220.59
222.5
224.33
225.99
227.54
229.12
230.72
232.4
234.14
235.84
237.54
239.29
241.01
242.69
244.26
245.64
246.86
247.97
248.93
249.72
250.32
250.68
250.8
250.67
250.26
249.52
248.42
246.92
245.09
243.05
240.85
238.57
236.23
233.8
231.39
229.08
226.83
224.61
222.39
220.13
217.91
215.87
214.01
212.36
210.89
209.49
208.18
206.94
205.74
204.58
203.4
202.13
200.85
199.69
198.68
197.92
197.38
196.97
196.74
196.73
196.9
197.22
197.63
198.06
198.53
199.1
199.74
200.43
201.16
201.88
202.59
203.3
203.96
204.53
204.97
205.24
205.4
205.54
205.71
205.95
206.28
206.66
207.17
207.87
208.71
209.63
210.59
211.52
212.48
213.56
214.74
216.01
217.37
218.76
220.21
221.72
223.27
224.82
226.34
227.81
229.24
230.71
232.21
233.79
235.42
237.06
238.74
240.47
242.24
244.02
245.78
247.49
249.16
250.82
252.45
254.05
255.59
257.07
258.49
259.84
261.12
262.29
263.34
264.27
265.08
265.81
266.46
267.06
267.6
268.07
268.5
268.9
269.25
269.54
269.75
269.87
269.9
269.89
269.82
269.69
269.49
269.19
268.79
268.29
267.67
266.91
266.01
264.93
263.69
262.31
260.79
259.15
257.38
255.43
253.33
251.07
248.68
246.18
243.61
240.97
238.29
235.59
232.9
230.26
227.67
225.1
222.56
220.04
217.58
215.23
213.0
210.89
208.92
207.07
205.34
203.74
202.27
200.94
199.74
198.66
197.74
197.02
196.54
196.34
196.43
196.77
197.42
198.39
199.65
201.11
202.76
204.5
206.35
208.33
210.38
212.44
214.54
216.67
218.82
221.04
223.24
225.35
227.36
229.22
230.97
232.71
234.45
236.21
238.03
239.89
241.83
243.93
246.12
248.3
250.45
252.47
254.41
256.36
258.26
260.1
261.91
263.67
265.43
267.23
269.05
270.84
272.62
274.37
276.12
277.92
279.76
281.66
283.63
285.69
287.86
290.18
292.59
295.04
297.49
299.88
302.22
304.54
306.77
308.89
310.91
312.86
314.76
316.66
318.51
320.24
321.87
323.38
324.79
326.12
327.38
328.55
329.65
330.69
331.69
332.68
333.63
334.48
335.24
335.86
336.37
336.78
337.07
337.24
337.29
337.21
337.03
336.75
336.35
335.82
335.16
334.35
333.4
332.33
331.12
329.78
328.3
326.69
324.95
323.08
321.1
319.02
316.87
314.66
312.4
310.11
307.8
305.51
303.24
300.98
298.75
296.55
294.4
292.35
290.4
288.58
286.88
285.28
283.8
282.43
281.18
280.07
279.08
278.21
277.5
276.98
276.69
276.65
276.88
277.35
278.11
279.16
280.47
281.98
283.65
285.4
287.25
289.2
291.21
293.21
295.23
297.25
299.29
301.36
303.4
305.32
307.12
308.76
310.27
311.73
313.17
314.61
316.06
317.51
319.02
320.64
322.31
323.93
325.48
326.87
328.13
329.36
330.49
331.51
332.45
333.29
334.08
334.86
335.61
336.26
336.85
337.36
337.8
338.23
338.64
339.03
339.43
339.84
340.3
340.82
341.36
341.86
342.27
342.55
342.69
342.72
342.58
342.22
341.67
340.96
340.1
339.13
338.01
336.66
335.1
333.31
331.33
329.22
327.0
324.68
322.31
319.89
317.47
315.11
312.79
310.45
308.09
305.67
303.24
300.88
298.56
296.31
294.11
291.96
289.86
287.84
285.87
283.95
282.06
280.19
278.37
276.67
275.12
273.74
272.54
271.49
270.64
270.01
269.56
269.23
268.99
268.78
268.59
268.46
268.35
268.2
268.04
267.85
267.65
267.45
267.2
266.83
266.34
265.69
264.92
264.1
263.26
262.41
261.57
260.74
259.96
259.29
258.67
258.04
257.36
256.57
255.71
254.86
253.97
253.03
252.07
251.07
250.07
249.1
248.13
247.14
246.12
245.08
244.03
243.02
242.05
241.12
240.26
239.47
238.77
238.19
237.7
237.24
236.81
236.36
235.9
235.45
234.97
234.45
233.9
233.34
232.79
232.27
231.76
231.21
230.64
230.04
229.42
228.84
228.29
227.78
227.34
226.98
226.71
226.59
226.59
226.68
226.86
227.12
227.46
227.94
228.56
229.3
230.18
231.2
232.37
233.7
235.19
236.82
238.62
240.55
242.66
244.96
247.47
250.21
253.19
256.39
259.84
263.56
267.51
271.66
275.98
280.43
285.01
289.73
294.55
299.44
304.42
309.48
314.63
319.87
325.19
330.51
335.84
341.16
346.47
351.84
357.26
362.75
368.32
373.96
379.69
385.56
391.51
397.5
403.51
409.49
415.46
421.45
427.46
433.44
439.41
445.32
451.18
456.98
462.69
468.28
473.72
478.98
484.06
488.99
493.76
498.36
502.77
506.95
510.91
514.64
518.11
521.29
524.16
526.68
528.83
530.62
532.02
533.01
533.56
533.64
533.24
532.32
530.87
528.86
526.24
523.0
519.22
515.01
510.43
505.6
500.55
495.25
489.82
484.38
478.89
473.32
467.67
461.91
456.13
450.51
445.07
439.85
434.83
429.89
425.02
420.22
415.45
410.75
406.03
401.22
396.45
391.87
387.55
383.64
380.11
376.82
373.9
371.39
369.23
367.41
365.85
364.45
363.26
362.38
361.75
361.37
361.23
361.29
361.56
362.07
362.76
363.57
364.48
365.45
366.56
367.98
369.78
372.06
374.85
378.13
382.02
386.64
391.93
397.8
404.24
411.15
418.64
426.88
435.84
445.53
455.86
466.64
477.8
489.27
500.94
512.77
524.59
536.23
547.75
559.28
570.8
582.38
593.89
605.07
615.94
626.45
636.58
646.43
655.93
665.05
673.81
682.22
690.31
698.14
705.56
712.33
718.39
723.57
727.85
731.32
733.84
735.3
735.89
735.81
735.23
734.41
733.34
731.9
730.32
728.77
727.21
725.64
724.05
722.36
720.78
719.62
718.93
718.83
719.18
719.65
720.21
720.71
721.09
721.42
721.47
721.02
720.31
719.65
719.17
719.14
719.43
719.71
720.15
720.82
721.59
722.44
723.21
723.65
723.87
724.01
723.99
723.77
723.28
722.33
720.92
719.0
716.45
713.17
709.04
703.91
697.93
691.36
684.28
676.87
669.11
660.87
652.34
643.67
634.71
625.28
615.29
604.52
593.09
581.28
568.96
556.13
542.89
529.24
515.34
501.36
487.27
472.99
458.61
444.19
429.79
415.59
401.63
387.95
374.7
361.97
349.9
338.62
328.04
317.99
308.44
299.26
290.51
282.32
274.57
267.18
260.3
254.13
248.78
244.48
241.17
238.67
237.11
236.57
236.88
237.91
239.51
241.4
243.62
246.25
249.11
252.06
255.09
258.12
261.12
264.12
266.91
269.24
271.0
272.06
272.53
272.75
272.76
272.71
272.62
272.39
272.21
272.3
272.41
272.22
271.59
270.2
268.2
265.88
263.07
259.68
255.86
251.65
247.24
242.88
238.48
233.89
229.23
224.55
219.93
215.51
211.31
207.34
203.75
200.7
198.31
196.73
195.78
195.13
194.69
194.25
193.79
193.44
192.97
192.16
191.22
190.35
189.68
189.46
189.54
189.57
189.68
189.89
190.18
190.63
191.17
191.68
192.25
193.02
193.98
195.21
196.62
197.98
199.3
200.47
201.48
202.38
203.07
203.45
203.63
203.74
203.87
204.16
204.58
205.0
205.55
206.29
207.17
208.16
209.23
210.27
211.36
212.66
214.13
215.8
217.62
219.49
221.38
223.29
225.15
226.97
228.66
230.15
231.48
232.76
234.0
235.26
236.51
237.61
238.63
239.56
240.38
241.1
241.69
242.1
242.36
242.5
242.52
242.44
242.22
241.8
241.15
240.27
239.13
237.74
236.06
234.07
231.86
229.55
227.22
225.0
222.91
220.92
219.16
217.73
216.62
215.82
215.35
215.16
215.38
216.18
217.57
219.64
222.35
225.6
229.4
